年份,省份,城市代码,地级市,人均地区生产总值,CO2排放量,碳排放强度,绿色金融综合指数,绿色信贷,绿色投资,绿色保险,绿色债券,绿色支持,绿色基金,绿色权益,GDP,GDP增速,人均GDP,第一产业增加值,第二产业增加值,第三产业增加值,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,年末常住人口数,能源消费总量,人均能源消耗,减排效率,地区生产总值,能源消费强度,长江经济带,最早试点年份,Post_carbon,Treat_carbon,碳排放交易DID,经度,纬度,长江经济带.1,年份.1,Post_green,Treat_green,绿色金融试点DID,产业结构高级化,能源利用效率,绿色信贷规模,indus_2,gfi_std
2024,河南省,411000,许昌市,34410000,26558754.85,-0.771832457134554,0.36495916,0.085825,0.028768,0.047403,0.029063,0.030274,0.031348,0.02982,34411000.0,6.0,78978.6550378701,2189000.0,15081000.0,17142000.0,6.4,43.8,49.8,435.7,1227.1093,2.81640876750057,0.7718,40229136,0.30503,0,0,0,0,0,113.85264,34.035506,0,2024,0,0,0,1.1366620250646509,32783.66156951137,2.1334040084778354e-09,0.3748775514343634,2.707693958236872
2000,广西壮族自治区,450800,贵港市,1086129,27579045.68,-14.4178882915508,0.09451485,0.027812,0.007694,0.013373,0.003655,0.00309,0.031543,0.018207,1208100.0,4.32,3066.24365482233,511700.0,248700.0,447700.0,41.6,20.6,35.5,394.0,190.8498288,0.484390428426396,22.8284,16480000,0.115806934951456,0,0,0,0,0,109.598926,23.11153,0,2000,0,0,0,1.800160836349015,86350.61453091541,1.687621359223301e-09,0.015091019417475728,-0.7415354613367844
2001,广西壮族自治区,450800,贵港市,1196569,30130387.38,-14.4178882915508,0.08232216,0.027045,0.006292,0.011753,0.005227,0.003773,0.021678,0.010218,1323500.0,8.46,3322.03815261044,525900.0,281100.0,516500.0,38.8,21.3,37.97,398.4,193.03835796,0.484534031024096,22.7657,19170000,0.100698152300469,0,0,0,0,0,109.598926,23.11153,0,2001,0,0,0,1.8374244041266454,99306.68807270039,1.4107981220657277e-09,0.014663536776212833,-0.8970402491866064
2002,广西壮族自治区,450800,贵港市,1262664,31854688.78,-14.4178882915508,0.1447896,0.045296,0.011697,0.020366,0.008685,0.004547,0.033666,0.023303,1398200.0,10.8,3472.06357089645,529200.0,299400.0,569600.0,37.01,21.4,39.47,402.7,215.0789777,0.534092321082692,22.7826,956250,2.24919192366013,0,0,0,0,0,109.598926,23.11153,0,2002,0,0,0,1.9024716098864396,4446.041218095301,4.73683660130719e-08,0.3130980392156863,-0.1003345177424797
2003,广西壮族自治区,450800,贵港市,1343959,37789456.85,-14.4178882915508,0.16431547,0.051426,0.011659,0.022832,0.006804,0.010131,0.04735,0.017381,1582500.0,10.8,3887.25128960943,519000.0,386200.0,677200.0,39.07,24.4,34.21,407.1,255.51026652,0.627635142520265,23.8796,1196569,2.13535756416889,0,0,0,0,0,109.598926,23.11153,0,2003,0,0,0,1.753495598135681,4683.056443473041,4.297788092454342e-08,0.322756146950155,0.14869717845689928
2004,广西壮族自治区,450800,贵港市,1648303,45636894.34,-14.4178882915508,0.08735164,0.027087,0.006738,0.012469,0.002943,0.004936,0.027629,0.013094,1905200.0,11.3,4631.01604278075,610900.0,528000.0,766400.0,37.63,27.7,32.87,411.4,305.89125972,0.743537335245503,23.9539,1262664,2.42258637072095,0,0,0,0,0,109.598926,23.11153,0,2004,0,0,0,1.4515151515151514,4127.819804841072,2.1452262834768393e-08,0.41816350192925433,-0.8328945831855089
2005,广西壮族自治区,450800,贵港市,2270151,51325771.77,-14.4178882915508,0.10616522,0.031541,0.006868,0.012917,0.004054,0.007702,0.034339,0.014434,2181900.0,13.5,5247.47474747475,644000.0,702100.0,835800.0,29.08,32.2,37.08,415.8,336.3647157,0.80895795021645,23.5234,1343959,2.50279000847496,0,0,0,0,0,109.598926,23.11153,0,2005,0,0,0,1.1904287138584246,3995.5409627407603,2.3468721888093313e-08,0.5224117700019123,-0.592947388055012
2006,广西壮族自治区,450800,贵港市,2651941,55356615.88,-14.4178882915508,0.14543646,0.047483,0.010784,0.023263,0.00946,0.003976,0.039206,0.016491,2494400.0,10.0,5960.33452807646,679000.0,808000.0,1007400.0,26.81,32.4,38.12,418.5,401.70909717,0.959878368387097,22.1924,1648303,2.4371071166527,0,0,0,0,0,109.598926,23.11153,0,2006,0,0,0,1.246782178217822,4103.225472393152,2.880720352993351e-08,0.4902011341361388,-0.0920845067056588
2007,广西壮族自治区,450800,贵港市,3380180,67732299.07,-14.4178882915508,0.12526165,0.029772,0.006681,0.012326,0.004465,0.006301,0.051975,0.030447,3194100.0,14.3,7558.21107430194,776100.0,1168600.0,1249400.0,25.81,36.6,35.43,422.6,481.79139216,1.14006481817321,21.2054,2270151,2.12228786613754,0,0,0,0,0,109.598926,23.11153,0,2007,0,0,0,1.0691425637514975,4711.896137916256,1.3114546124905347e-08,0.5147675198698236,-0.34939274212872523
2008,广西壮族自治区,450800,贵港市,3985273,69905077.57,-14.4178882915508,0.15395834,0.039796,0.010873,0.018226,0.007308,0.00339,0.056083,0.035631,3695800.0,8.7,8663.38490389123,890700.0,1380900.0,1424200.0,24.2,37.4,35.27,426.6,566.84997576,1.32876224978903,18.9147,2651941,2.13749090104192,0,0,0,0,0,109.598926,23.11153,0,2008,0,0,0,1.0313563617930335,4678.382488143233,1.5006367034560724e-08,0.520712941954591,0.016603005359491996
2009,广西壮族自治区,450800,贵港市,4377331,74104642.61,-14.4178882915508,0.17431057,0.057043,0.013273,0.02502,0.010441,0.00831,0.033165,0.022122,4097000.0,12.1,9517.5041234,890300.0,1564200.0,1642500.0,22.14,38.2,36.23,430.47,651.44871096,1.51334288326713,18.0875,3380180,1.92726041500748,0,0,0,0,0,109.598926,23.11153,0,2009,0,0,0,1.0500575373993095,5188.71239305829,1.6875728511499388e-08,0.4627564212556728,0.2761740441065433
2010,广西壮族自治区,450800,贵港市,5446571,78528052.25,-14.4178882915508,0.14079829,0.049238,0.009966,0.024147,0.00964,0.005485,0.031881,0.01034,5080700.0,11.4,12335.3889482374,986700.0,2151900.0,1942000.0,19.84,42.4,34.58,411.88,578.5147506,1.40457111440225,15.4561,3985273,1.45163142048236,0,0,0,0,0,109.598926,23.11153,0,2010,0,0,0,0.9024582926715925,6888.801013054066,1.2354987976984262e-08,0.5399630088076777,-0.1512394300131003
2011,广西壮族自治区,450800,贵港市,6308187,85059430.69,-13.4839741894145,0.13204553,0.034917,0.009742,0.015853,0.005164,0.004159,0.048402,0.028995,5897300.0,5.2,14187.4563956985,1260900.0,2298700.0,2337700.0,22.0,39.0,36.07,415.67,684.19972773,1.64601661830298,14.4235,4377331,1.56305229769008,0,0,0,0,0,109.598926,23.11153,0,2011,0,0,0,1.0169661112802888,6397.7385880039255,7.976778543820424e-09,0.5251373496772348,-0.26287157082045365
2012,广西壮族自治区,450800,贵港市,6791828,85007649.98,-12.5161664841925,0.20318401,0.067399,0.016779,0.0291,0.013345,0.008175,0.038733,0.021824,6316200.0,9.5,15085.9845227859,1343800.0,2283600.0,2688800.0,21.89,36.2,37.86,418.68,709.6018512,1.69485490398395,13.4587,5446571,1.30284145970006,0,0,0,0,0,109.598926,23.11153,0,2012,0,0,0,1.1774391311963566,7675.5309907793535,1.2374574755382791e-08,0.4192729700943952,0.6444240497816296
2013,广西壮族自治区,450800,贵港市,7420091,86856397.53,-11.705570393948,0.18077331,0.053367,0.011258,0.02527,0.006511,0.010328,0.051417,0.030109,7568500.0,7.6,17932.7093946215,1440600.0,2392100.0,3116300.0,21.66,34.4,37.45,422.05,672.01213848,1.59225716971923,11.476,6308187,1.06530154936751,0,0,0,0,0,109.598926,23.11153,0,2013,0,0,0,1.3027465406964591,9387.013476078364,8.459958463501479e-09,0.3792056259587739,0.35859941640982984
2014,广西壮族自治区,450800,贵港市,8053951,89184533.87,-11.0733891812851,0.1707164,0.041088,0.011633,0.016727,0.005108,0.007619,0.066682,0.040708,7332700.0,4.6,17230.707773287,1489200.0,2541100.0,3302500.0,19.97,34.7,39.62,425.56,462.76552307,1.0874272090187,12.1626,6791828,0.681356363956802,0,0,0,0,0,109.598926,23.11153,0,2014,0,0,0,1.2996340167643934,14676.60761532712,6.049623164779791e-09,0.3741408056858919,0.23033422997642136
2015,广西壮族自治区,450800,贵港市,8652035,85937201.41,-9.93259983460538,0.16091652,0.046347,0.01232,0.022063,0.004791,0.007173,0.048512,0.030802,7998100.0,7.1,18627.5240468594,1586600.0,2780100.0,3631400.0,20.11,34.8,39.61,429.37,503.80925742,1.17336855723502,10.7447,7420091,0.678979890435306,0,0,0,0,0,109.598926,23.11153,0,2015,0,0,0,1.3062120067623466,14727.976691016318,6.246149811370238e-09,0.3746719548318208,0.10534718771144849
2016,广西壮族自治区,450800,贵港市,9587564,87233511.3,-9.09861058554603,0.16065794,0.054689,0.01411,0.026663,0.010752,0.003164,0.04089,0.013504,8806000.0,7.7,20327.7931671283,1721300.0,2998000.0,4086700.0,19.84,34.0,39.15,433.2,517.69379207,1.19504568806556,9.9061,8053951,0.642782395956966,0,0,0,0,0,109.598926,23.11153,0,2016,0,0,0,1.3631420947298198,15557.364456305833,6.7903318507897555e-09,0.3722396622477589,0.10204927494222298
2017,广西壮族自治区,450800,贵港市,10821841,84740541.8,-7.83051070515636,0.25175329,0.078509,0.019652,0.033832,0.015309,0.009717,0.071175,0.024187,9755000.0,8.9,22295.1044475934,1741700.0,3407200.0,4606100.0,17.9,34.9,39.1,437.54,648.4721212,1.48208648626411,8.6869,8652035,0.749502424805263,0,0,0,0,0,109.598926,23.11153,0,2017,0,0,0,1.3518725052829303,13342.184987057544,9.074050208997073e-09,0.39380330754556586,1.2638735381569275
2018,广西壮族自治区,450800,贵港市,11698754,85439695.77,-7.30331587192961,0.19463879,0.051038,0.014378,0.022095,0.008899,0.005666,0.083398,0.03068,11155000.0,10.0,25299.3740361063,1776100.0,4034200.0,5344600.0,16.94,36.2,40.83,440.92,721.4579167,1.63625582123741,7.6593,9587564,0.752493455793359,0,0,0,0,0,109.598926,23.11153,0,2018,0,0,0,1.3248227653562044,13289.152115558176,5.32335429520992e-09,0.4207742446360723,0.5354388608503884
2019,广西壮族自治区,450800,贵港市,12580000,86765445.06,-6.89709420190779,0.16737357,0.047428,0.011529,0.021279,0.007681,0.006939,0.061043,0.024445,12575300.0,9.0,28381.5563780807,2153500.0,4579200.0,5842600.0,17.12,36.4,46.29,443.08,759.59595783,1.71435397181096,6.8997,10821841,0.701910107374522,0,0,0,0,0,109.598926,23.11153,0,2019,0,0,0,1.275899720475192,14246.83858365392,4.3826184472678905e-09,0.42314426907584396,0.1876999901189314
2020,广西壮族自治区,450800,贵港市,13530000,89768017.6,-6.63473892091648,0.24084811,0.077779,0.016798,0.038749,0.013076,0.009156,0.053255,0.032435,13588200.0,7.0,31441.7937385751,2342800.0,4872700.0,6372800.0,16.78,35.9,46.86,432.17,783.99721827,1.81409449584654,6.6063,11698754,0.670154461124663,0,0,0,0,0,109.598926,23.11153,0,2020,0,0,0,1.3078580663697745,14921.933046924509,6.6484858131045406e-09,0.41651444247823316,1.1247895704382267
2021,广西壮族自治区,450800,贵港市,15020000,90114769.41,-5.99965175832224,0.29977225,0.089571,0.026345,0.040273,0.016763,0.00619,0.089468,0.040584,15018000.0,6.5,34521.7571201986,2627000.0,5336000.0,7055000.0,17.31,36.3,46.4,435.03,936.15383621,2.15192937546836,6.0005,12580000,0.744160442138315,0,0,0,0,0,109.598926,23.11153,0,2021,0,0,0,1.322151424287856,13437.962344874724,7.120111287758347e-09,0.4241653418124006,1.8763042804762267
2022,广西壮族自治区,450800,贵港市,15720000,85332781.54,-5.42829399109415,0.18629619,0.055479,0.016518,0.02737,0.009581,0.002009,0.069284,0.023794,15721000.0,3.2,36093.7643493434,2778700.0,5563400.0,7378800.0,17.68,35.4,46.94,435.56,1169.67007808,2.68543961355496,5.4279,13530000,0.864501166356245,0,0,0,0,0,109.598926,23.11153,0,2022,0,0,0,1.3263112485170938,11567.364382107937,4.100443458980044e-09,0.411189948263119,0.42903787443017044
2023,广西壮族自治区,450800,贵港市,15730000,83373263.73,-5.30027105721551,0.11729956,0.025553,0.010858,0.018634,0.006564,0.001995,0.053266,0.011171,15060000.0,0.1,34951.7266988489,2879100.0,5048300.0,7807500.0,18.3,32.1,49.62,430.88,1232.7315,2.8609624489417,5.5361,14550466,0.847211,0,0,0,0,0,109.598926,23.11153,0,2023,0,0,0,1.54656022819563,11803.434892350848,1.7561636857541195e-09,0.34695108733974567,-0.45094072836401794
2024,广西壮族自治区,450800,贵港市,15660000,80814309.17,-5.16055614112388,0.1157434,0.024535,0.0111,0.019319,0.006701,0.00181,0.051429,0.009899,15655900.0,4.3,36334.7103601931,2998800.0,4722800.0,7934300.0,18.5127,30.9029,51.8641,430.88,1299.1933,3.01520910694393,5.1619,15647898,0.830267,0,0,0,0,0,109.598926,23.11153,0,2024,0,0,0,1.679999153044804,12044.318578305478,1.5679422245722717e-09,0.3018168957900927,-0.47078789339982047
2000,贵州省,520100,贵阳市,2648110,12214204.65,-4.61242344540068,0.12062267,0.034227,0.009478,0.014934,0.004786,0.005029,0.040805,0.021716,2715100.0,11.7,8045.93273077493,226600.0,1305900.0,1182600.0,8.3,48.1,43.6,337.45,345.3667652,1.02346055771225,4.4986,8910000,0.387617020426487,1,0,0,0,0,106.630153,26.647661,1,2000,0,1,0,0.9055823569951758,25798.66072185686,3.8414141414141415e-09,0.14656565656565657,-0.4085579961243216
2001,贵州省,520100,贵阳市,3027470,11081622.18,-3.66035738752159,0.10459272,0.029403,0.008179,0.012676,0.003756,0.004792,0.036661,0.019551,3054200.0,10.2,8948.98766444959,228900.0,1458400.0,1366900.0,7.5,47.8,44.8,341.29,340.27690704,0.997031577368221,3.6283,9480000,0.358941885063291,1,0,0,0,0,106.630153,26.647661,1,2001,0,1,0,0.937260010970927,27859.663126906267,3.1015822784810124e-09,0.15383966244725739,-0.6130029524049501
2002,贵州省,520100,贵阳市,3363696,11848592.09,-3.52249195230485,0.09388525,0.022609,0.005794,0.009513,0.003921,0.00338,0.043717,0.021568,3373100.0,10.5,9741.24238311144,238900.0,1619600.0,1514600.0,7.1,48.0,44.9,346.27,418.1569151,1.20760364773154,3.5127,2367919,1.76592575632866,1,0,0,0,0,106.630153,26.647661,1,2002,0,1,0,0.9351691775747099,5662.752221695831,9.548046195836936e-09,0.6839760988445973,-0.7495653394383557
2003,贵州省,520100,贵阳市,3809191,13096867.35,-3.43822805157316,0.14195581,0.041652,0.008527,0.017577,0.005915,0.009632,0.039458,0.023048,3861500.0,11.0,11073.9891023803,253000.0,1868700.0,1739800.0,6.6,48.4,45.1,348.7,513.62343444,1.47296654556926,3.3917,3027470,1.69654343210668,1,0,0,0,0,106.630153,26.647661,1,2003,0,1,0,0.9310215657944025,5894.337752133193,1.3758022375118499e-08,0.6172480652161706,-0.13647649402178705
2004,贵州省,520100,贵阳市,4436292,15725614.52,-3.54476543022867,0.13604182,0.042305,0.009594,0.019097,0.008279,0.005335,0.032582,0.021811,4474900.0,10.4,12754.0899504076,284900.0,2065500.0,2124500.0,6.4,46.2,47.5,350.86,562.36560132,1.6028205019666,3.5142,3363696,1.67186809188464,1,0,0,0,0,106.630153,26.647661,1,2004,0,1,0,1.028564512224643,5981.333125825336,1.2576939176429738e-08,0.6140566805085834,-0.2119031439485847
2005,贵州省,520100,贵阳市,5256159,15219646.53,-2.89558335849429,0.15787522,0.04476,0.009014,0.020818,0.008326,0.006602,0.053082,0.026654,5084700.0,13.2,13101.8578164859,307900.0,2364700.0,2412100.0,6.1,46.5,47.4,388.09,650.29008915,1.67561671042799,2.9932,3809191,1.70716062583892,1,0,0,0,0,106.630153,26.647661,1,2005,0,1,0,1.0200448259821542,5857.6796164601365,1.1750526555376195e-08,0.6207879835902164,0.06655864217410903
2006,贵州省,520100,贵阳市,6028845,15308813.97,-2.53926149536105,0.15234461,0.044783,0.011326,0.019901,0.005409,0.008146,0.053963,0.019098,5814600.0,13.4,14658.9018302829,327400.0,2716300.0,2770900.0,5.6,46.7,47.7,396.66,664.57154871,1.67541861722886,2.6328,4436292,1.49803382804829,1,0,0,0,0,106.630153,26.647661,1,2006,0,1,0,1.0201008725104002,6675.4166780255455,1.009469169297242e-08,0.6122906246928741,-0.003978403771462259
2007,贵州省,520100,贵阳市,6937170,15539711.71,-2.24006499912789,0.14262361,0.039967,0.009163,0.016238,0.007955,0.006612,0.042924,0.026326,7152100.0,15.9,17648.1764792972,389500.0,3165200.0,3597400.0,5.4,44.3,50.3,405.26,747.8195244,1.84528333514287,2.1727,5256159,1.42274905382428,1,0,0,0,0,106.630153,26.647661,1,2007,0,1,0,1.1365474535574371,7028.646389270443,7.603841512404782e-09,0.602188784623905,-0.12795941556525983
2008,贵州省,520100,贵阳市,8110521,14791438.69,-1.82373471322003,0.17268594,0.05304,0.014763,0.024231,0.009638,0.004408,0.044945,0.027119,8612500.0,12.2,20831.3177244582,430100.0,3630500.0,4551900.0,5.0,42.2,52.9,413.44,786.12690288,1.90142923490712,1.7174,6028845,1.30394279979001,1,0,0,0,0,106.630153,26.647661,1,2008,0,1,0,1.2537942432171878,7669.048060705138,8.797705033053594e-09,0.602188313018497,0.25545361707325903
2009,贵州省,520100,贵阳市,9719382,15345087.77,-1.57881311486677,0.18228859,0.063161,0.015453,0.029329,0.00879,0.00959,0.037945,0.013294,9455100.0,11.7,22346.1429381736,449700.0,3848400.0,5157000.0,4.8,40.7,54.5,423.12,815.25114436,1.92676107099641,1.6229,6937170,1.17519268572055,1,0,0,0,0,106.630153,26.647661,1,2009,0,1,0,1.3400374181478016,8509.24288544963,9.104721377737607e-09,0.5547507124663227,0.377925200542214
2010,贵州省,520100,贵阳市,11218174,16247671.59,-1.44833478157854,0.20337327,0.059916,0.012201,0.025833,0.011179,0.010703,0.050243,0.034247,10967900.0,12.7,25334.1186796942,511800.0,4236400.0,6219700.0,4.7,38.6,56.7,432.93,866.0988453,2.00055169496223,1.4814,8110521,1.06787078820214,1,0,0,0,0,106.630153,26.647661,1,2010,0,1,0,1.468156925691625,9364.428833975262,7.387441571262808e-09,0.5223338919904159,0.6468378597077785
2011,贵州省,520100,贵阳市,13830724,17365365.51,-1.25556445996609,0.2113614,0.066858,0.018802,0.030593,0.007271,0.010192,0.059592,0.022447,13628000.0,15.7,29928.6263313934,602700.0,5199500.0,7825800.0,4.4,38.2,57.4,455.35,937.28281689,2.05837886656418,1.2742,9719382,0.964344046658522,1,0,0,0,0,106.630153,26.647661,1,2011,0,1,0,1.5051062602173286,10369.743075254382,6.87883241959211e-09,0.534961996554925,0.7487179584363447
2012,贵州省,520100,贵阳市,17003048,17873307.79,-1.05118257561821,0.20501343,0.05108,0.011828,0.025462,0.008274,0.005515,0.075631,0.051624,16341600.0,12.8,34023.0267951948,707200.0,6396500.0,9237900.0,4.3,39.1,56.5,480.31,938.63309428,1.95422351039953,1.0937,11218174,0.836707555329415,1,0,0,0,0,106.630153,26.647661,1,2012,0,1,0,1.4442116782615493,11951.60714912269,4.553325701669451e-09,0.570190834979026,0.6677563553670436
2013,贵州省,520100,贵阳市,20854252,20639547.66,-0.989704529320927,0.12934783,0.038398,0.008397,0.016965,0.006903,0.006133,0.044607,0.01647,19966700.0,12.9,39931.0041397516,796600.0,7829000.0,11341100.0,3.91,39.2,56.8,500.03,1072.70772774,2.1452867382757,1.0337,13830724,0.775597667728747,1,0,0,0,0,106.630153,26.647661,1,2013,0,1,0,1.4486013539404776,12893.28271097554,2.7762827166531557e-09,0.5660585808812323,-0.29727786395039174
2014,贵州省,520100,贵阳市,24972691,18194592.2,-0.728579559167252,0.22865483,0.067718,0.017293,0.029929,0.01023,0.010267,0.061435,0.03626,22870200.0,10.3,44005.6954840199,1074100.0,9011400.0,12784700.0,4.7,39.4,55.9,519.71,1466.93043171,2.82259420005388,0.7956,17003048,0.862745568741557,1,0,0,0,0,106.630153,26.647661,1,2014,0,1,0,1.4187251703397918,11590.902767065481,3.9826976904376205e-09,0.5299873293306,0.9692772577661685
2015,贵州省,520100,贵阳市,28911600,17964478.29,-0.62135884177977,0.15604521,0.049162,0.00997,0.020451,0.004962,0.013778,0.043942,0.013422,25643000.0,10.4,48083.6302268892,1224300.0,10100900.0,14317800.0,4.8,39.4,55.8,533.3,1533.6524868,2.87577814888431,0.7006,20854252,0.735414766638477,1,0,0,0,0,106.630153,26.647661,1,2015,0,1,0,1.4174776505063906,13597.768842348934,2.357408935117884e-09,0.4843568592150896,0.04321881176645853
2016,贵州省,520100,贵阳市,31577001,17741392.12,-0.561845379806651,0.24789905,0.072342,0.019255,0.029892,0.010586,0.012609,0.067689,0.037962,28276200.0,9.6,50929.7550432277,1370700.0,11067000.0,15838500.0,4.8,39.1,56.0,555.2,1761.24396552,3.17226939034582,0.6274,24972691,0.705267992752563,1,0,0,0,0,106.630153,26.647661,1,2016,0,1,0,1.4311466522092708,14179.007274910331,2.8968443969454477e-09,0.4431640947305198,1.2147168078929498
2017,贵州省,520100,贵阳市,35379600,17640745.03,-0.498613467365374,0.13950505,0.038117,0.009917,0.015608,0.004279,0.008312,0.058256,0.018528,32793900.0,10.3,57041.7978466195,1481800.0,12352200.0,18959900.0,4.5,37.7,57.8,574.91,1468.46242804,2.55424749619941,0.5379,28911600,0.507914618367714,1,0,0,0,0,106.630153,26.647661,1,2017,1,1,1,1.5349411440876928,19688.348471121022,1.3183981516069674e-09,0.42724027725895486,-0.16773333019746522
2018,贵州省,520100,贵阳市,37984538,17998848.85,-0.473846722842858,0.16401408,0.040733,0.012099,0.018699,0.007849,0.002087,0.067914,0.037462,37249700.0,8.8,63866.8472669913,1531100.0,13747500.0,21971100.0,4.1,36.9,59.0,583.24,1510.2087395,2.58934356268432,0.4832,31577001,0.478262245201816,1,0,0,0,0,106.630153,26.647661,1,2018,1,1,1,1.5981887615930168,20909.030767796055,1.2899578398847947e-09,0.43536433368070643,0.144853269687788
2019,贵州省,520100,贵阳市,40400000,17864537.58,-0.442191524257426,0.21295219,0.071499,0.019242,0.034633,0.011673,0.00595,0.045411,0.023682,40396000.0,7.4,67935.8245602233,1613400.0,14752700.0,24029900.0,4.0,36.5,59.5,594.62,1449.33264279,2.43740984627157,0.4422,35379600,0.409652071473391,1,0,0,0,0,106.630153,26.647661,1,2019,1,1,1,1.6288476007781627,24410.959192841627,2.0209103551198992e-09,0.416983233275673,0.7690067922756058
